,Id,ProductId,Summary,Text
10463,10464,B0006JKCZ8,Inaccurate Product Description!!!,"I ordered this product thinking it was going to come in a box of 24 (as it is described in the product description). I was a little unsure of whether or not this could be too good to be true, but when I saw that the weight of the item was marked as 6.1 lbs and the shipping/handling was $8 I felt pretty confident that I would be receiving the 24 count box that I thought this to be. When I received the package there was only ONE bone in it. So pretty much I spent $10 on ONE bone that I could have gotten at the store for $3. Dont make the same mistake as me! VERY poor product description by Ozbo!"
10464,10465,B007S0JHM2,I believe this is the one i baught.,"it is WONDERFUL, never had a flower yet, i just LOVE the leaves! May 2012 i accidentally dropped it... broke 2 of its good leaves as it hit the floor! BUT it grew right back, this is what makes me so happy, i was so scared it would die on me! But no, this beauty came up with 2 more leaves. LOL!!!!! Love it, just awesome plant, you need fertilizer and good soil for these kinds of plants, it all depends on what you have as a soil/starting stuff..."
10465,10466,B0001FQUFS,Bel Paese Cheese Medallions,"Bel Paese Cheese is an excellent soft Italian cream cheese.  These medallions arrived in excellent condition and were allowed to rest for a day under refrigeration.  The taste, while a bit bland, was very good and was spreadable on water wafer crackers.  The ordering process through Amazon.com was a troubling and difficult to complete, but the shipping was relatively quick.  I would recommend this product."
10467,10468,B000KJF2R2,OK,The coffee was send quickly. It was satisfactory but not as good as other Mocha Java coffees I've tasted (perhaps because I now have to stick to decafe). The company sent a sample of decafe Costa Rican coffee which was very good.
10468,10469,B0016J7SYU,"Love,love,love my nature's path granola!!!!!!!!!!!!!!!!","I am in love with this product!!! Not only me, but also my 18-month old twin boys eat it almost everyday for breakfast. My parents, my niece, my sister and her boyfriend all love it as well.  So, as you can probably tell by now, this is really a delicious cereal. Also, I know that I'm eating something that is good,healthy and organic for me.  Usually I'll eat it with soymilk and some fruit, and it keeps me full and satisfied for a very long time. My household will never run out of it!  I hope that you always keep this product in stock, cause we can't live without it."
10491,10492,B000LRH7HG,Happy Now,"I thought it might not be a great idea to buy meat through the mail but it turned out Great.  I love Gyros and thought why not order from Amazon, at least that would make me feel better about the whole idea.  My order was delivered in 3 days - it would have been 2 but we had a storm and the driver couldn't get here.  It was fabulaously packed with ice packs that we could reuse. The gyros taste great and are pretty conveniet; it makes a great and easy lunch. I will definatly order this again and again."
10501,10502,B001P737PC,Popcorn for the lazy who hate to shop,"Let's face it--if you have no willpower (can't limit yourself to eating 1/3 of a normal-sized bag of microwave popcorn) and HATE to shop at your local store, Prime Eligible ""Point/click to Porch"" doesn't get better, good price.  It's not homemade, but it fills the craving--what more can you ask for that has only 100 calories?"
10513,10514,B001VNHXL4,love it,Perfect bland of spices.  This is a wonderful curry powder and the quanity is generous.  It has lasted me a long time!
10514,10515,B006WAK6QK,Delicious!,"I am not generally a fan of Starbucks regular coffee--or most coffee, for that matter--but this is delicious!  Light and flavorful, not grainy at all.  I only add skim milk and yet it's creamy and sweet.  I wish they made the blonde in decaf, too."
10515,10516,B001BM6Q0Y,"Finally, taste!","I was placed on a severly restricted sodium diet three years ago, and one day at my local market happened upon this product.  It was like I finally had stepped back into the world of taste. If you have ever read nutrition labels on soups you know a sodium restricted diet does not allow for the vast majority of them.  So now I can have a healthy organic warm bowl of comforting soup whenever I like and if I purchase it through amazon by the case, shipping is free making it a lot less expensive then my local market.  Give it a try!"
10528,10529,B000LKXG8W,We love this!,My husband and I love this!  I usually caramelize Walla Walla sweet onions to mix in the cooked product.  We have also added sauteed zucchini and chopped fresh tomatoes.  I do not feel deprived being on a gluten-free diet when I can indulge in this.  (And no it is not mac and cheese - and I don't believe it is meant to be!)
10551,10552,B0000GJFOG,Good Quality,These beans are a good find as none of our local stores carry any dried pink beans!
10552,10553,B000F2OJLE,Fantastic!,"This was a great sampler of green coffee to roast.  I haven't tried them all yet, but I liked the variety of regions and it really was a great product for a great price!"
10554,10555,B00437FLHS,One of my favorite snacks,I love these snacks!  Great variety of flavors all mixed into one bag.  I also send them to our troops in Afghanistan and Iraq and they ship so much better than chips.
10557,10558,B0000DG6XV,"Gluten, Dairy, Corn, Soy Free Bliss!","My son has missed peppermint patties for over a year, these honey mints are FABULOUS and he loves them too.<br />Allergy free goodness!"
10562,10563,B004FDW4HU,Melted Morsels,"Be sure the weather is cooler than 90 degrees when ordering.  I recieved mine right off of the UPS truck after they had been riding around at least half of a day and I recieved 6 bags of  hard melted dark chocolate.  I tried to contact Amazon but was unable to so ended up getting them from ""Family Fun Shoppe"".<br />Several days later I finally reached someone at Amazon and they took the time to straighten things out and refunded my money.  The gentleman I talked to was VERY nice, and the Pieces were/are very tasty !<br /><br />The problem was in the packaging...the second shipment had a small bag of dry ice in it."
10565,10566,B000LL0ZEE,Great Tea!,I absolutely love this tea!  It has a great mild taste to it.  The fact that is decafinated is a great plus!  I highly recommnend this tea!
10566,10567,B000FECGAS,AMAZING!,Just rec'd these yesterday and not only was the shipping super speedy but the candy was extremely fresh! Will order from again without hesitation!
10568,10569,B000PSNJXC,Everything is Rose-y,"This is my first experience with antioxidant-rich white tea.  Also, I like the fair trade and organic labels.  Since I prefer mild teas, the subtle, honey-like sweetness and floral, fruity notes of white rose tea are immediately pleasing.  A stronger brew intensifies the rose flavor, but the tea remains smooth without bitter tannins often found in green and black teas.  The white tea and rose blend is exquisite - a wonderful, soothing treat by itself or with dessert.<br /><br />This has become my favorite tea!"
10572,10573,B000JMDHEA,Amul ghee,Have generally enjoyed this product over a few years-but found that one container (of 6-1 lb. size that I was shipped) so far had quite inferior ghee-with the milk fat still present-made me a bit sick-and threw away rest of container.
10576,10577,B0009JHVN6,Absolutely Perfect - Just don't heat at too high a temperature,"I bought Fireworks Wisconsin white birch popcorn 64oz seeking the perfect popcorn for my Whirleypop popper, but I wrecked the batches simply by cooking them too hot. Now I've discovered on my own how to do it RIGHT.<br /><br />  If you want perfect popcorn, here's my secret:<br />- Add 2-3 ounces of oil in popper + 3 kernels;<br />- On electric stove (yeah, I know) set burner between 8 and 9 on scale of 1 to 10. (If you set it for 10, you'll have small, lousy, and even unpopped results. Who knew!)<br />- When the 3 kernels pop, add 1/3 cup of kernels (any more than this and they'll spill over)<br />- Meanwhile, melt 1/4 to 1/3 of ONE cube of butter in microwave for 35 seconds.<br />- When popped, (turn the whirley handle to prevent popped corn from overheating / or shake your pot (the one on the stove) if you lack this popper) and pour into your favorite bowl, (don't put butter into your popcorn cooker) drizzling butter and sprinkling a smidgen of salt.<br /><br />  The very best you've ever had . . . true?<br /><br />Another Tip: I deliberately make extra, putting the rest into a FoodSaver airtight canister. It stays genuinely fresh throughout the week.<br /><br />  P.S. I'm just a happy customer. I don't sell popcorn. (But now I eat too much of it.)"
10578,10579,B003OB4B2U,"Not quite lime, more lemon grassy...","And that's not a detraction!  I love lemon grass tea!  I love this soup!  Going to double my order on the next one I make, this one is so good.  It's the only one I've ever found that I made a second when I finished the first.  I'm thinking stirfry some chicken breast, add a handful of slivered veggies, and make this one a real meal!"
10583,10584,B0052BRWIU,Okay,"I would have liked to give these 2 and a half stars, because they're basically middle-of-the-road. They taste more or less like a Fig Newton, and you won't miss the fat at all. They are not as soft as Fig Newtons.<br /><br />These cookies are great if you're on a diet because two of them are only 100 calories, however they are on the small side so you may end up eating more.<br /><br />I would say that overall, the taste is comparable to a Fig Newton, but slightly more firm in texture and a smaller size. With all things considered, if a box of Fig Newtons and Fig Newmans were sitting on the shelf together, I would probably just go by price and get the cheaper item and not think about the brand."
10587,10588,B0018CJMIA,My Dog Loves this Food!,We've used this food for over 4 years and my dog loves it. It's healthy and keeps her coat shiny and her belly full!
10588,10589,B0009K79UK,Good with lots of milk,"I buy this coffee from a Japanese grocery store. (Though I would happily buy it from Amazon if the price were similar.) I prepare it by heating a mug of equal quantities of milk and water in the microwave, then adding a tablespoon of this coffee and some sugar. I imagine, like all instant coffee, it would taste pretty nasty without the milk, but with milk it actually is good. This is the fastest way to obtain a cup of tolerable coffee that I know of, short of buying it already made."
10589,10590,B004ILTCSS,Ginger Extract,"It's all it's cracked up to be. I will be ordering more when I run out. The product came in the mail, on time, and in good condition."
10590,10591,B001EO6A00,NOW foods organic quinoa is great,"I had been looking for an affordable priced quinoa since it is pretty expensive in my store. I noticed Amamzon.com had a sale on quinoa and took a chance on buying it since we had never tried it before. The NOW brand of quinoa is organic which is a HUGE plus. The grains are pretty clean already but I still rinse before using. The qunioa is great, so very healthy and cooks in around 20 minutes (even though the pacakge states 15 minutes). I will be definitly be buying this brand again from Amazon.com as it arrived in excellent condition within 5 days.<br /><br />If you are thinking about trying/buying quinoa, I highly recommend the NOW organic quinoa."
10595,10596,B0000YQ050,Some of the best mix for Frappes.,Our local coffee shop uses this mix and it's great. I have been thinking about buying some for home but I was wondering if someone could post the nutritional information for me.<br /><br />Thanks!
10597,10598,B004FCGIJ6,DELICIOUS-ALL NATURAL COOKIES,I ordered Soozies Doozies Soft&Rich Cookie Gift Tin for my daughter for Easter.<br />She loved them because they were FRESH and made with ALL NATURAL INGRIDIENTS.<br />I would purchase them again.
10598,10599,B000G1769G,A hearty delicious soup,"I love Amy's because you can actually pronounce all the ingredients she uses--no chemicals, no preservatives, nothing you need a chemistry degree to decipher--and she makes pretty tasty food.  Normally, I'm not a big fan of canned soups, but the Alphabet Soup is an exception.  It's a rich tomatoey broth with a few vegetables and pasta alphabets.  I like soup without a lot of ""clutter,"" so to speak.  My sole complaint is that the alphabet noodles are a bit mushy, but then what do you expect in a canned soup?  Still, if you're looking for something to warm you on a chilly or rainy day, Amy's Fat Free Alphabet Soup fits the bill."
10605,10606,B0079YAR3U,What's with the price??,"I like this coffee, but $37 for two 12-ounce bags? I can get it online from Walmart or even from my local grocery store for $7-9 per 12-ounce bag. Geez."
10606,10607,B0018CJMI0,Loves it,My papillon has been eating this for a while and loves it.  It was easy switching from his previous dog food (purina of some sort) and he took to it right away.
10607,10608,B004U8VU4S,Real Peanuts!,"I'm a fan of Virginia peanuts, and Virginia Diner does some of the best.  These are peanuts that haven't been fancied up -- not very salty, no artificial flavors, and no oily feel to them.  You get that wonderful, pure peanut taste.  Another plus?  They're BIG."
10608,10609,B002DHN956,"Item Good...Description and Price, Not So Good","I absolutely LOVE Kashi granola bars!!  Especially these Honey Almond Fax and the Trail Mix variety, but I won't be buying them from this seller.  As you can see on the box shown, these are actually in a SIX pack not a 12-pack as the description states.  So that comes out to 36 bars...for $45??  WHOA! $7.50 a box...I don't think so!!  So, while I would definitely recommend these bars as seriously good food that is good for you (fyi, read the ingredients list...all pronounceable and healthy!)I would not recommend buying them from this seller.  Many of the club stores get them, at least occasionally, and you can get a good deal."
10617,10618,B001EPQ9Y6,La Piana tarallini,"I found the tarallini to be crumbly and have an unpleasant stale taste. My previous experience with tarallini was different, they were crunchier and not crumbly. Whether this is a specific mediterranean recipe, I don't know, but I would not buy this product again."
10618,10619,B0002IZCZS,Like this soba,"I wasn't a soba fan before, but when I tried this I became a fan! Just cook for 5 minutes and drain, served either cold or hot, good with just simplest soba soy sauce!"
10619,10620,B004GU3YXU,There are still shells/husks in the bag,"I bought these based on another review from the other product, the Nutiva hempseeds 3 pack stating that those hempseeds have crunchy husks in it and these do not.  I also based my purchase on all the great reviews on this product here.  I was expecting just the white hearts of the hempseeds, sort of like when you buy shelled sunflower seeds.  When I opened the package I was severely disappointed.  It was white with black bits all over the place.  I'll upload a picture when I get the chance, it looked like dirt.  I gave it a taste and it felt like small bits of glass crunching in my mouth, it was absolutely repugnant.  Maybe I received a bad batch, who knows?  I am not here to put off other potential buyers, just telling my story on my purchase.  I'm going to try another product because I really want to add Hempseeds to my diet."
10637,10638,B001QV7OQ0,"great taste, but hard to open","these are great tasting candies for a sugar-free variety, but they get sticky and very hard to take out of the individual wrappers, especially without getting the candy all over your fingers."
10638,10639,B001BKNB04,Meow Mix has nothing on this shiz.,"I can't sleep past 6 AM anymore because of this food.  One of my cats sits on my face, attempting to suffocate me into consciousness (cats aren't very good at biology..), while the other kneads every bare spot of flesh he can find with his claws of ""love"" until I get up.  If I stop in the bathroom between stumbling out of bed and into the kitchen, I'm treated to a rousing refrain of ""MROW MROW SCRATCH YOWL"" outside of the door--and that's if they don't follow me into the bathroom and circle around my legs like they're caught in my gravitational pull, all the while insisting can opening is a far better use of my thumbs than anything else.<br /><br />The only cons, really.  And they're cute cons, so I let it slide.<br /><br />Suffice it to say, my cats love this stuff.  They eat it, rocket around the house for 45 minutes like they've just done some meth (oh, the power of organic ingredients!), then collapse in the sunspot on my vacated bed and sleep until I get home from work.<br /><br />Cat win?  I think so."
10642,10643,B006BXUX1Q,Surprisingly Good if Still Keebler Level,"I generally consider Keebler products to be definitely designed for children, and not appealing to adult sensibilities.  I bought these on chance because I love mint flavored products and they were on sale.  I fully expected to find them gagging and that I would have to give them away.<br /><br />Surprisingly they aren't bad.  I wouldn't buy them again, since there are so many similar products which are better.  But they have good points.  Each bar is large, not as big as a candy bar, but close.  Each bar is individually wrapped, which I thought was overkill for a box of cookies, but that makes it easy to throw one into a lunch box or purse.  Note that you only get six cookies in the whole box.  The cookies are surprisingly light and crispy.  Definitely sweet, but not overly so, unlike many other Keebler products.  The mint flavor is fresh and not wimpy, and the chocolate flavor is mild but still pleasant.  The flavors overall are well balanced with emphasis on the mint, as it should be.<br /><br />I'm not sure if these are designed for children or adults.  They seem much too large to be meant for children, and I'm not sure if kids would enjoy this combination of flavors in this configuration."
10643,10644,B0041HVM9Q,One of my favorite gluten free cookies,Delicious! So glad I found these cookies!! Softer than your average gluten free cookie with no after taste. They can be addicting!!
10644,10645,B001KVNDM0,Almonds,"Blue Diamond Almonds, Whole Natural, 1.5-Ounce Packages (Pack of 24); I buy these nuts every time Amazon has them. They are very good for you and much less expensive then the grocery store when you figure per bag price I pay $.89 here.  I have a heart condition and need all the good protein I can get. These are a good source for this. It is only natural fat and no added salt. I wish I could get them even at a bigger savings with the 15% savings by ""Subscribe and Save"".<br /><br />My husband carries these in his pocket as a mid-day snack and I have my daily dose that my MD orders. They taste very good once you get used to eating no salt or added oils.<br /><br />I highly recommend. I hope this helps."
10651,10652,B005DVVAH8,So Freaking Good!,"Whom ever came up with the idea to dip pretzels in yogurt, was either high, a genious, or the devil himself..probably all.<br /><br />Point is, these things are so freaking good! The right amount of salt and sweet on each pretzel, it's hard to stop eating them, so a word of caution, for every 8 pretzels you eat, you get 11gm of sugar, and so people trying to lose weight or in any sort of special diet, should pay extra attention when or before eating these.<br /><br />There's absolutely nothing negative to say about this product. The bags (6 of them) came well packaged and the pretzels taste fresh. I can't really give this product a low score due to its sugar content, etc., because I knew what I was buying and expected it to be this way. Hope this helps."
10655,10656,B0006L0UBC,Canine Testimonial,All I can say is that our two dogs love these things almost more than anything else. They each get one a day and very much look forward to that special time. These long lasting treats are well worth the money for us.
10657,10658,B000BQUUTO,Black ants don't even get close to it,"I bought this product to get rid of black ants in my house. It did not help at all. I even tried mixing it with sugar and placing it where the ants used to go, well they just don't go anywhere close to it, it really looks like it repels the ants, instead of attracting them. I have not found yet a product that work for my ants, except the spray that kills them instantly (but I cannot spray it in the kitchen, and I have ants all around the counter top, even if it is cleaned to perfection)."
10659,10660,B000FABKWW,Knorr Soups and Mixes Are The Best - And So Is Amazon's Price,"I love this gravy mix - much easier and less fat than making from scratch and not as salty as McCormick's or other brands.<br /><br />I use non-fat milk instead of water to make a cream gravy.  This is good stuff.  And by time you order this set of 24 and other items, there is no shipping and no tax.  The price is much less than I could get when on sale at my local supermarket."
10660,10661,B004AE1FGK,A Little Disappointed,"The Grape Jam, itself, is of the highest quality, and it tastes great, so I have absolutely no complaints there. However, the glass jars were poorly packaged (it was very heavy and fragile, and was insulated with just two small pillow puffs), and two of the twelve jars arrived with the seals already broken. Since I could not be sure if the food was safe to eat, I had to throw away the two jars. I would not order this product again(or anything else that comes in jars) for that reason."
10661,10662,B004G90KE2,Awful.  How can they sell this in good conscience?,"This tin must have been sitting on the shelf for a decade; it was totally dried out when I opened it.  When treacle sponge pudding dries, it smells nasty and can't be reconstituted, even with water and some heat.<br /><br />Total waste of money."
10662,10663,B00727IF06,My favorite chip,"These are, hands-down, my favorite potato chips.  They are very light and flaky with a hint of vinegar that make them simply irresistible."
10663,10664,B0019LXINU,organic smooth move,I like this product because it is a very fast working product.  It works every time and you know what to expect. No unexpected emergencies.  Very smooth!!
10665,10666,B000J3K4ZE,Fantastic Rub - nothing better in the market,"Ok Folks - listen up. For special occasions, we'll spend the big bucks and get a rack of lamb.  You're lucky today if you can even find it in the stores - it's so expensive - often at $20-40 per pound.  So, the very last thing you want to do, after spending all that money, is ruin it with the wrong flavoring. Colorado Spices, New Zealand Lamb Rub has the right blend of herbs that goes well on just about any meat.  We just used it on some fresh bluefin and yellowfin tuna and it was FANTASTIC. My 88 year old Mother, who cooks every day and is not a huge spice fan (she's used to plain, New England cooking) loves and uses the rub on chicken, lamb, and fish.  She's having me order another case and loves the individual packets - as the rub does not lose its taste or flavor and stays fresh.  This is a great product!"
10666,10667,B00389Q4XW,Average,"Is this hot chocolate....yes<br />Is this good hot chocolate....um, sorta<br />Is this gourmet hot chocolate....not a chance.<br /><br />In my opinion, the only advantage you get but using the Green Mountain K-cups of hot chocolate is the simplicity of using your Keurig machine to heat the water instead of using the microwave or stove-top. Other than that the finished product is comparable to any Swiss Miss or other brand of powdered instant cocoa. It actually may be worse if you use the largest setting on your machine. The largest setting makes it much too watery.<br /><br />Green Mountain needs to go back to the drawing board on this.<br /><br />3 stars because it does make hot chocolate in your Keurig without having to dirty dishes and tear open pouches, but if you're looking for good hot chocolate, keep shopping."
10721,10722,B000NMG99Q,Just like from when I was a kid...,"I remember going with my mother to Payless drug store, which has turned into CVS Pharmacy here on the West Coast.  Payless used to sell these in the 80s and while the packaging is different now, the candy is still the same.  Boy are these good.  My mom got me hooked on them, and on the Milk and Honey ones too, and I just love them now just as much as when I was 10!  I am so glad to find these, the honey inside is very good, and the outside tastes like lovely solid honey.  I love ordering this larger pack since I can just grab a bar and tuck it into my purse and and eat these as a light snack or to freshen my breath.  If you love putting honey on toast, or just eating it out of the jar, you will probably like these.  The honey inside is a light honey, not dark just in case that matters to you."
10731,10732,B000UCW7D6,"Very good rub, but don't buy it at $25!","All Tom Douglas rubs are great, but I have no idea why they're listed for $25+ here. You can buy them for about $6 in Seattle grocery stores or at Tom Douglas' website."
10732,10733,B001KUSJ7U,The best cereal we every had!  Please keep up the good work.,This cereal is awesome and our very favorite of all of the Nature's Path Cereals.  We love it and buy it in multiple boxes!
10734,10735,B000LR4FA8,Excellent Quality and Value,"I really enjoyed this product. It tastes good and is very close to the Russian or Iranian versions. Also, the service and quick delivery were an added bonus.  I would highly recommend this product."
10736,10737,B0075YGV9I,So nice to get a piece of home,Received this item as expected - if anyone has had peanut porridge - this is  as close as it gets to Jamaica !
10737,10738,B003OEVLYS,Good Deal!,"Good deal, better than buying at the local craft store and even better than the online cake supply stores.  Item arrived as promised and will be useful when making Spider and Turkey cupckaes during the fall baking season."
10738,10739,B0029NVMXA,Sliced Hard Chicken Hot Dogs for Cats!,"This product does not smell very well to me.  In fact, I have to use a fork to ""tenderized"" the pieces for my old kitty cat."
10755,10756,B008VRDF42,Bought for my wonderful mother,"My mom had gotten some of the dollar store knockoffs - they weren't bad and they certainly were cheap, but the look on her face when I gave her these was worth every penny.<br /><br />Although, I think she's managed to eat most of them in a couple of weeks and still stays 120 lbs... LOL"
10757,10758,B0001FQUF8,Fantastic cheese,Great cheese. Wonderful flavor. Made my spaghetti & meatballs better than it's ever been & made the lasagna even better. Fast delivery.
10758,10759,B001EQ5536,Adds a great punch of flavor!,"I use this low-sodium seasoning blend all of the time. I just add it to a dish at the end of preparation for a punch of flavor. The roasted garlic is milder than fresh, so you don't have to worry about the usual raw garlic flavor, which makes it perfect to sprinkle over soups, salads, baked potatoes, dips, etc. It has it onion, red and green peppers, and additional ingredients in it.<br /><br />5/6/12 Still an excellent product, but not worth the new price. I will not be reordering."
10766,10767,B003UMZ1ZY,Great things comes in small packages,This was the first time I had quail. It was done for passover.The quail was a great addition the to lamb .
10767,10768,B003QBCUR6,great cup of coffee,"I'm writing this review on behalf of my husband who is the actual Starbucks VIA decaf Italian Roast coffee drinker. Because of some health concerns he has been drinking only decaf coffee for well over a year. He recently had problems after having a couple cups of what was supposed to be decaf at a restaurant. We believe regular coffee was brewed in what was supposed to be the decaf pot. At a recent visit to our ""local"" Starbucks, which is 90 miles away, I discovered the VIA decaf Italian Roast and bought a three pack for him to try. He likes strong, good coffee and was impressed after his first cup. He took two packages to a meeting last night so he could have coffee, too, when the rest of the group was having real coffee and drank both of them and came home wishing he had more of the VIA. I've placed a pre-order for the 50 pack available through Amazon and from now on when we travel, he will be carrying a supply of decaf Italian Roast VIA with him so he will know for sure the coffee he is drinking is decaf. It seems expensive until you look at what you would pay for a cup of mediocre coffee at any restaurant."
10782,10783,B004M71GPU,"To each their own, but my favorite!","Despite the other review, this is the best BBQ sauce I've ever had.  It's a mustard based sauce, so if that's not your thing, move on.  It's not really that spicy (used to be called Habanero sauce), in fact, that would be my only complaint.  As much I love shopping Amazon, buy this direct from their website if you're going to order 6 bottles or more, it's cheaper ($55/12).  It's great on pulled pork and burgers.  Try it!"
10784,10785,B001VIY9KW,has corn in it,"We fed this to our bulldog when she was a puppy, and at first she did wonderful. Then the corn and preservatives took their toll.... She was itching and had a chronic ear infection and her face had a terrible yeasty smell ALL the time. She licked her paws constantly and scratched her face raw on any surface she could find. Then she started vomiting. We HAD to change her food. Now she eats a fully carnivorous raw diet and is thriving! No more itching, no more ear infections, no more yeast, no more paw licking."
10791,10792,B001GM969M,A wonderful product.,"Like another reviewer here, I use this granulated honey for my tea and I use it for my coffee.  It is oh so much better than white sugar.  I had been in the habit of using the unprocessed sugar, which was good, but this is so much better.<br /><br />This product does indeed give backed goods a bit of a different, in a positive way, flavor and I use it with cookies.  I buy my granulate honey at a local health food shop and the price here, even if you consider the shipping, is quite competitive.  The other advantage is that this stuff is becoming more and more popular in my area and our local shops are forever running out of it.  It is nice to know I have a reliable source.<br /><br />Highly recommend this product."
10803,10804,B001SAOL8S,HORRAY FOR PEPPERS,"THIS IS A WONDERFUL PRODUCT. USE IT IN EGGS, MEATLOAF, SPAGHETTI SAUCE, EVERYTHNG. I'VE EATEN THEM OUT OF THE JAR.:o)))"
10806,10807,B001E4Q5WI,A Family Favorite,"Although I'm a little embarrassed touting something so processed (maybe it's a reaction to a childhood eating peanut butter my parents hand-ground at their local health food store) I have to say I really like this stuff.  It is also the only peanut butter my 10 year old daughter will eat (can't get any other brands past her).  The reduced fat aspect of it may not save calories but it gives the product a slightly sweet taste, and for some reason only the Skippy brand maintains its smooth texture--every other brand I've tried gets tough or grainy patches in it.  This product is getting harder to find in supermarkets (and when I do find it it's at a premium price), so the availability on Amazon is great."
10822,10823,B000XSJLWM,Favorite oatmeal!,"This oatmeal is extremely filling and has a hearty consistency, impressive for an instant oatmeal, I know.<br /><br />The flavor is somewhat bland, which allows one to be creative with add-ins! (I prefer to add raisins, dried cranberries, and/or cinnamon to mine).<br /><br />The nutritional information is great, especially the plant derived Omega and added whole flax seeds, but I wish there was less added sugar in it though.<br /><br />All in all, I am happy this is my breakfast every morning, as I get myself off to a healthy start each day!"
10829,10830,B0034KP00S,Great Breakfast flavor!,"So, somehow Diamond captured the perfect flavor of french toast without all the calories. Such a great flavor, after tasting only a few for the first time I immediately orderd three more. These don't even have that ""Almond"" aftertaste, it finishes very nice with a hint of a butter maple flavor...wow.<br /><br />Now: To Diamond please rename to ""Buttery French Toast"", as this would be much better fitting."
10891,10892,B004FRT992,Best so far,"So far this is the best cola flavoring I've found for those wanting to make their own cola.  It's got stevia in it, so it still doesn't taste 100% like coca cola, but it is SO MUCH BETTER than the nasty cola flavor that sodastream makes.  And hey - no artificial sweeteners is always good!<br /><br />It doesn't taste quite like cola, but it's close enough to make me happy and I liek it for it's own flavor."
10894,10895,B0071H5WKS,A great taste of home!,"I'm sitting here watching the Olympics, enjoying my latte. And in the national spirit of giving praise, this espresso ground is great! We moved from California and have been dissapointed with the affordable coffee here in NYC. I missed my Peet's!!They're tops in flavor and body. It's just a godsend to have it arrive fresh and ready to go. Thanks!"
10895,10896,B00270Z6FA,item is delicious; price is ridiculous,"During my recent visit to New Orleans in June of 2012, I fell in love with Etouffee' sauce on redfish.  Oh my goodness. Delicious.  I picked up a few packages of the Louisiana Cajun Etouffee Mix, for $2.00 per package, and made it at home. It was fantastic.  I ordered the product on Amazon from a particular seller and for the price of more than 7 dollars, was delivered one package. The product description on the website did not clarify the number of packages to be delivered for this amount...I assumed three packages for that price. I received one package and returned it to them immediately.  You can purchase this product on line from the retailer for less than two dollars per package with free shipping.  So, avoid purchasing this via this seller.  Great product however."
10897,10898,B0011UZCI8,Delicious,"Delicious!<br />Ideal to eat with fruit, and if you want to eat with some chips (is not too spicy) i like this very much"
10898,10899,B000EM6PC6,Works great with a Keurig Brewer !!!,I really love my Keurig brewer but after my third purchase of highly priced tea and coffee K-cups I knew I needed a more cost efficient solution. I purchased a My K-cup for the unit which allowed me to use regular canned coffee but what was I going to do about the tea? I tried opening tea bags and using that tea but it was weak and flat. Next I tried using this tea and it worked perfect (but a word of caution...remove the tea leaves from the filter while moist to make removal easier). No more brewing an entire teapot for just a quick morning cup and no waiting for tea bags to brew and it tastes great!!! Not weak and off taste but perfect. My tea consumption has increased to the point that I now use the Amazon auto ship to receive 6 boxes at a time so that I never run out. If you have a Keurig and love tea this product is the perfect solution...you won't be disappointed.
10954,10955,B004UZWHPC,Herbal Tea: 5 Fruit Flavors,"Celestial Seasonings is one of my favorites, if not my favorite, brands of tea.  Fruit herbal teas are my favorite type.  I love this sampler box of herbal teas.  The five types of tea, in order of my favorite flavors, are: Country Peach Passion, Black Cherry Berry, True Blueberry, Raspberry Zinger, and Wild Berry Zinger.<br /><br />I love tea, especially when eating certain foods, but also I love it all by itself.  I love tea with most all kinds of foods, especially cornbread or country foods.  It also goes good with most all other ethnic foods.<br /><br />I usually drink my tea plain (no sugar).  Very, very seldom do I add sugar.  And when I do, it is a very small amount.  Where I grew up, sugar in tea is an option.  However, I was stationed in the Deep South, and they drink thick sugar water with a drop of tea in it.  When my daughter was in elementary school, her teacher had the audacity to bring me a glass of that thick sugar water; I gagged.  I couldn't get past the first sip.  She might have gotten her feelings hurt.  They think you are crazy if you prefer tea with no sugar.<br /><br />Highly recommended if you like fruit herbal teas."
10955,10956,B002MXSKVE,Lovely spicy Chai Tea,"I love this tea served as Chai latte, served with milk and honey. In fact, I use evaporated milk instead of regular milk and it gives it a lovely creamy taste. I am no expert on Chai Tea but then, I go by what I like, and I find this particular blend very pleasing. I would recommend it to anyone who like spicy teas."
10956,10957,B0083WY8KU,Best Thai Tea so far,"So far this is the closest thing to the Thai restaurant I've tried.  And though it's close, it's still not exactly the same.  It does have that one spice that other Thai teas are missing. It's really outstanding."
10957,10958,B000LT0TOW,unbelievably delicious,These truffles melt slowly in your mouth with a wonderful flavor and smoothness. And you want just one! The most satisfying chocolate I've ever had.  I want some NOW!
